Date,Time,In_Temperature,In_Humidity,SB-51-00,SP-11-00,SP-19-01,TGS2602-B00,TGS2620-C00,SP-31-00,SP3S-AQ2-01,Intensity
5/2/21,06:28:19,25.11633733,50.74347041,0.511853112,0.050873408,0.200143324,3.332089437,0.61499693,0.119704709,0.187473414,5
5/2/21,06:48:20,25.1120648,50.68869052,0.520978947,0.050429617,0.204356209,3.333420809,0.612721721,0.118904636,0.18142286,5
5/2/21,07:08:25,25.10485491,50.59449149,0.530373557,0.050304606,0.208656603,3.336308573,0.610008973,0.118010804,0.174503476,5
5/2/21,07:28:34,25.12550546,50.46128023,0.541462072,0.050310856,0.212725726,3.340158926,0.605371048,0.117116972,0.167034042,5
5/2/21,07:48:35,25.11090766,50.30024669,0.546412526,0.047960641,0.21484467,3.337783708,0.609415169,0.11697946,0.168590435,5
5/2/21,08:08:47,25.11295491,49.38109407,0.427682906,0.026883711,0.154082857,3.21743519,0.698029532,0.136600006,0.31828539,5
5/2/21,08:28:44,25.10930546,49.76129803,0.467936591,0.038034732,0.168515428,3.268233591,0.651537775,0.131168259,0.248216475,5
5/2/21,08:48:44,25.08571756,49.79278248,0.489763589,0.040147426,0.17869761,3.282566153,0.640211738,0.12801797,0.224801831,5
5/2/21,09:08:55,25.12149996,49.69395488,0.507658978,0.04096,0.186148292,3.286341499,0.633411116,0.126124047,0.21321327,5
5/2/21,09:28:47,25.10761425,49.69242898,0.523510429,0.041091262,0.195205372,3.288591705,0.628923205,0.123848839,0.20119967,5
5/2/21,09:48:53,25.10699118,49.59721269,0.535067737,0.040316191,0.201487197,3.286278993,0.628410658,0.12266123,0.196880525,5
7/2/21,20:09:51,25.10084942,46.95521477,0.685168979,0.000637558,0.27776293,3.209534467,0.64033675,0.128968057,0.075494412,4
7/2/21,20:29:49,25.07913074,46.92505277,0.680493551,0.001375126,0.273887575,3.210722075,0.641318089,0.129355593,0.073519231,4
7/2/21,20:49:55,25.09381755,47.04681977,0.68473769,0.0010876,0.273468787,3.216185076,0.629542011,0.128811793,0.059711717,4
7/2/21,21:09:55,25.08892195,46.87739376,0.679537213,0.001218862,0.269312156,3.213384819,0.637467737,0.129605616,0.067774955,4
7/2/21,21:30:06,25.09123624,46.77526004,0.673767935,0.002687746,0.262874067,3.213916118,0.63989921,0.130693215,0.069025069,4
7/2/21,21:50:09,25.08331426,46.82876834,0.671705246,0.002000183,0.257204798,3.217678962,0.636030105,0.131418282,0.06356832,4
7/2/21,22:10:13,25.09185931,46.71366445,0.663698263,0.004062872,0.249604102,3.215428756,0.642943238,0.13282466,0.071850328,4
7/2/21,22:30:13,25.08224613,46.63065537,0.657235172,0.006194317,0.243678559,3.214603681,0.64733114,0.133843504,0.076213228,4
7/2/21,22:50:19,25.07690547,46.64398159,0.651065857,0.006369333,0.236959194,3.215491262,0.648787523,0.135018611,0.079132245,4
7/2/21,23:10:22,25.07325602,46.48945856,0.637039573,0.009994665,0.226483235,3.209803241,0.659582262,0.137250066,0.092602228,4
7/2/21,23:30:30,25.0966659,46.55990438,0.635220656,0.008907065,0.220363925,3.214666186,0.656013185,0.138037638,0.090614546,4
7/2/21,23:50:22,25.07646042,46.56397345,0.628957583,0.010407203,0.215838511,3.212322222,0.659419747,0.138868964,0.095271222,4
